BEAM 1
RFbucket,Slot,Head-On IP1,Head-On IP2,Head-On IP5,Head-On IP8,Head-On Tot,LR IP1,LR IP2,LR IP5,LR IP8,LR Tot
0,1019,0,0,1,0,0,0,0,0,0,0
0,1025,0,0,1,0,0,0,0,0,0,0
0,1029,0,0,1,0,0,0,0,0,0,0
0,1033,0,0,1,0,0,0,0,0,0,0
0,1037,0,0,1,0,0,0,0,0,0,0
0,1043,0,0,1,0,0,0,0,0,0,0
0,1047,0,0,1,0,0,0,0,0,0,0
0,1051,0,0,1,0,0,0,0,0,0,0
0,1055,0,0,1,0,0,0,0,0,0,0
0,1061,0,0,1,0,0,0,0,0,0,0
0,1065,0,0,1,0,0,0,0,0,0,0
0,1069,0,0,1,0,0,0,0,0,0,0
0,1073,0,0,1,0,0,0,0,0,0,0
0,1079,0,0,1,0,0,0,0,0,0,0
0,1083,0,0,1,0,0,0,0,0,0,0
0,1087,0,0,1,0,0,0,0,0,0,0
0,1091,0,0,1,0,0,0,0,0,0,0
0,1123,0,0,1,0,0,0,0,0,0,0
0,1127,0,0,1,0,0,0,0,0,0,0
0,1131,0,0,1,0,0,0,0,0,0,0
0,1135,0,0,1,0,0,0,0,0,0,0
0,1141,0,0,1,0,0,0,0,0,0,0
0,1145,0,0,1,0,0,0,0,0,0,0
0,1149,0,0,1,0,0,0,0,0,0,0
0,1153,0,0,1,0,0,0,0,0,0,0
0,1159,0,0,1,0,0,0,0,0,0,0
0,1163,0,0,1,0,0,0,0,0,0,0
0,1167,0,0,1,0,0,0,0,0,0,0
0,1171,0,0,1,0,0,0,0,0,0,0
0,1177,0,0,1,0,0,0,0,0,0,0
0,1181,0,0,1,0,0,0,0,0,0,0
0,1185,0,0,1,0,0,0,0,0,0,0
0,1189,0,0,1,0,0,0,0,0,0,0
0,1195,0,0,1,0,0,0,0,0,0,0
0,1199,0,0,1,0,0,0,0,0,0,0
0,1203,0,0,1,0,0,0,0,0,0,0
0,1207,0,0,1,0,0,0,0,0,0,0
0,1213,0,0,1,0,0,0,0,0,0,0
0,1217,0,0,1,0,0,0,0,0,0,0
0,1221,0,0,1,0,0,0,0,0,0,0
0,1225,0,0,1,0,0,0,0,0,0,0
0,1231,0,0,1,0,0,0,0,0,0,0
0,1235,0,0,1,0,0,0,0,0,0,0
0,1239,0,0,1,0,0,0,0,0,0,0
0,1243,0,0,1,0,0,0,0,0,0,0
0,1249,0,0,1,0,0,0,0,0,0,0
0,1253,0,0,1,0,0,0,0,0,0,0
0,1257,0,0,1,0,0,0,0,0,0,0
0,1261,0,0,1,0,0,0,0,0,0,0
0,1267,0,0,1,0,0,0,0,0,0,0
0,1271,0,0,1,0,0,0,0,0,0,0
0,1275,0,0,1,0,0,0,0,0,0,0
0,1279,0,0,1,0,0,0,0,0,0,0
0,1311,0,0,1,0,0,0,0,0,0,0
0,1315,0,0,1,0,0,0,0,0,0,0
0,1319,0,0,1,0,0,0,0,0,0,0
0,1323,0,0,1,0,0,0,0,0,0,0
0,1329,0,0,1,0,0,0,0,0,0,0
0,1333,0,0,1,0,0,0,0,0,0,0
0,1337,0,0,1,0,0,0,0,0,0,0
0,1341,0,0,1,0,0,0,0,0,0,0
0,1347,0,0,1,0,0,0,0,0,0,0
0,1351,0,0,1,0,0,0,0,0,0,0
0,1355,0,0,1,0,0,0,0,0,0,0
0,1359,0,0,1,0,0,0,0,0,0,0
0,1365,0,0,1,0,0,0,0,0,0,0
0,1369,0,0,1,0,0,0,0,0,0,0
0,1373,0,0,1,0,0,0,0,0,0,0
0,1377,0,0,1,0,0,0,0,0,0,0
0,1383,0,0,1,0,0,0,0,0,0,0
0,1387,0,0,1,0,0,0,0,0,0,0
0,1391,0,0,1,0,0,0,0,0,0,0
0,1395,0,0,1,0,0,0,0,0,0,0
0,1401,0,0,1,0,0,0,0,0,0,0
0,1405,0,0,1,0,0,0,0,0,0,0
0,1409,0,0,1,0,0,0,0,0,0,0
0,1413,0,0,1,0,0,0,0,0,0,0
0,1419,0,0,1,0,0,0,0,0,0,0
0,1423,0,0,1,0,0,0,0,0,0,0
0,1427,0,0,1,0,0,0,0,0,0,0
0,1431,0,0,1,0,0,0,0,0,0,0
0,1437,0,0,1,0,0,0,0,0,0,0
0,1441,0,0,1,0,0,0,0,0,0,0
0,1445,0,0,1,0,0,0,0,0,0,0
0,1449,0,0,1,0,0,0,0,0,0,0
0,1455,0,0,1,0,0,0,0,0,0,0
0,1459,0,0,1,0,0,0,0,0,0,0
0,1463,0,0,1,0,0,0,0,0,0,0
0,1467,0,0,1,0,0,0,0,0,0,0
0,1499,0,0,1,0,0,0,0,0,0,0
0,1503,0,0,1,0,0,0,0,0,0,0
0,1507,0,0,1,0,0,0,0,0,0,0
0,1511,0,0,1,0,0,0,0,0,0,0
0,1517,0,0,1,0,0,0,0,0,0,0
0,1521,0,0,1,0,0,0,0,0,0,0
0,1525,0,0,1,0,0,0,0,0,0,0
0,1529,0,0,1,0,0,0,0,0,0,0
0,1535,0,0,1,0,0,0,0,0,0,0
0,1539,0,0,1,0,0,0,0,0,0,0
0,1543,0,0,1,0,0,0,0,0,0,0
0,1547,0,0,1,0,0,0,0,0,0,0
0,1553,0,0,1,0,0,0,0,0,0,0
0,1557,0,0,1,0,0,0,0,0,0,0
0,1561,0,0,1,0,0,0,0,0,0,0
0,1565,0,0,1,0,0,0,0,0,0,0
0,1571,0,0,1,0,0,0,0,0,0,0
0,1575,0,0,1,0,0,0,0,0,0,0
0,1579,0,0,1,0,0,0,0,0,0,0
0,1583,0,0,1,0,0,0,0,0,0,0
0,1589,0,0,1,0,0,0,0,0,0,0
0,1593,0,0,1,0,0,0,0,0,0,0
0,1597,0,0,1,0,0,0,0,0,0,0
0,1601,0,0,1,0,0,0,0,0,0,0
0,1607,0,0,1,0,0,0,0,0,0,0
0,1611,0,0,1,0,0,0,0,0,0,0
0,1615,0,0,1,0,0,0,0,0,0,0
0,1619,0,0,1,0,0,0,0,0,0,0
0,1625,0,0,1,0,0,0,0,0,0,0
0,1629,0,0,1,0,0,0,0,0,0,0
0,1633,0,0,1,0,0,0,0,0,0,0
0,1637,0,0,1,0,0,0,0,0,0,0
0,1643,0,0,1,0,0,0,0,0,0,0
0,1647,0,0,1,0,0,0,0,0,0,0
0,1651,0,0,1,0,0,0,0,0,0,0
0,1655,0,0,1,0,0,0,0,0,0,0
0,1690,0,0,0,0,0,0,0,0,0,0
0,1694,0,0,0,0,0,0,0,0,0,0
0,1698,0,0,0,0,0,0,0,0,0,0
0,1702,0,0,0,0,0,0,0,0,0,0
0,1708,0,0,0,0,0,0,0,0,0,0
0,1712,0,0,0,0,0,0,0,0,0,0
0,1716,0,0,0,0,0,0,0,0,0,0
0,1720,0,0,0,0,0,0,0,0,0,0
0,1726,0,0,0,0,0,0,0,0,0,0
0,1730,0,0,0,0,0,0,0,0,0,0
0,1734,0,0,0,0,0,0,0,0,0,0
0,1738,0,0,0,0,0,0,0,0,0,0
0,1744,0,0,0,0,0,0,0,0,0,0
0,1748,0,0,0,0,0,0,0,0,0,0
0,1752,0,0,0,0,0,0,0,0,0,0
0,1756,0,0,0,0,0,0,0,0,0,0
0,1762,0,0,0,0,0,0,0,0,0,0
0,1766,0,0,0,0,0,0,0,0,0,0
0,1770,0,0,0,0,0,0,0,0,0,0
0,1774,0,0,0,0,0,0,0,0,0,0
0,1780,0,0,0,0,0,0,0,0,0,0
0,1784,0,0,0,0,0,0,0,0,0,0
0,1788,0,0,0,0,0,0,0,0,0,0
0,1792,0,0,0,0,0,0,0,0,0,0
0,1826,0,0,1,0,0,0,0,0,0,0
0,1830,0,0,1,0,0,0,0,0,0,0
0,1834,0,0,1,0,0,0,0,0,0,0
0,1838,0,0,1,0,0,0,0,0,0,0
0,1844,0,0,1,0,0,0,0,0,0,0
0,1848,0,0,1,0,0,0,0,0,0,0
0,1852,0,0,1,0,0,0,0,0,0,0
0,1856,0,0,1,0,0,0,0,0,0,0
0,1862,0,0,1,0,0,0,0,0,0,0
0,1866,0,0,1,0,0,0,0,0,0,0
0,1870,0,0,1,0,0,0,0,0,0,0
0,1874,0,0,1,0,0,0,0,0,0,0
0,1880,0,0,1,0,0,0,0,0,0,0
0,1884,0,0,1,0,0,0,0,0,0,0
0,1888,0,0,1,0,0,0,0,0,0,0
0,1892,0,0,1,0,0,0,0,0,0,0
0,1898,0,0,1,0,0,0,0,0,0,0
0,1902,0,0,1,0,0,0,0,0,0,0
0,1906,0,0,1,0,0,0,0,0,0,0
0,1910,0,0,1,0,0,0,0,0,0,0
0,1916,0,0,1,0,0,0,0,0,0,0
0,1920,0,0,1,0,0,0,0,0,0,0
0,1924,0,0,1,0,0,0,0,0,0,0
0,1928,0,0,1,0,0,0,0,0,0,0
0,1934,0,0,1,0,0,0,0,0,0,0
0,1938,0,0,1,0,0,0,0,0,0,0
0,1942,0,0,1,0,0,0,0,0,0,0
0,1946,0,0,1,0,0,0,0,0,0,0
0,1952,0,0,1,0,0,0,0,0,0,0
0,1956,0,0,1,0,0,0,0,0,0,0
0,1960,0,0,1,0,0,0,0,0,0,0
0,1964,0,0,1,0,0,0,0,0,0,0
0,1970,0,0,1,0,0,0,0,0,0,0
0,1974,0,0,1,0,0,0,0,0,0,0
0,1978,0,0,1,0,0,0,0,0,0,0
0,1982,0,0,1,0,0,0,0,0,0,0
0,2014,0,0,1,0,0,0,0,0,0,0
0,2018,0,0,1,0,0,0,0,0,0,0
0,2022,0,0,1,0,0,0,0,0,0,0
0,2026,0,0,1,0,0,0,0,0,0,0
0,2032,0,0,1,0,0,0,0,0,0,0
0,2036,0,0,1,0,0,0,0,0,0,0
0,2040,0,0,1,0,0,0,0,0,0,0
0,2044,0,0,1,0,0,0,0,0,0,0
0,2050,0,0,1,0,0,0,0,0,0,0
0,2054,0,0,1,0,0,0,0,0,0,0
0,2058,0,0,1,0,0,0,0,0,0,0
0,2062,0,0,1,0,0,0,0,0,0,0
0,2068,0,0,1,0,0,0,0,0,0,0
0,2072,0,0,1,0,0,0,0,0,0,0
0,2076,0,0,1,0,0,0,0,0,0,0
0,2080,0,0,1,0,0,0,0,0,0,0
0,2086,0,0,1,0,0,0,0,0,0,0
0,2090,0,0,1,0,0,0,0,0,0,0
0,2094,0,0,1,0,0,0,0,0,0,0
0,2098,0,0,1,0,0,0,0,0,0,0
0,2104,0,0,1,0,0,0,0,0,0,0
0,2108,0,0,1,0,0,0,0,0,0,0
0,2112,0,0,1,0,0,0,0,0,0,0
0,2116,0,0,1,0,0,0,0,0,0,0
0,2122,0,0,1,0,0,0,0,0,0,0
0,2126,0,0,1,0,0,0,0,0,0,0
0,2130,0,0,1,0,0,0,0,0,0,0
0,2134,0,0,1,0,0,0,0,0,0,0
0,2140,0,0,1,0,0,0,0,0,0,0
0,2144,0,0,1,0,0,0,0,0,0,0
0,2148,0,0,1,0,0,0,0,0,0,0
0,2152,0,0,1,0,0,0,0,0,0,0
0,2158,0,0,1,0,0,0,0,0,0,0
0,2162,0,0,1,0,0,0,0,0,0,0
0,2166,0,0,1,0,0,0,0,0,0,0
0,2170,0,0,1,0,0,0,0,0,0,0
0,2202,0,0,1,0,0,0,0,0,0,0
0,2206,0,0,1,0,0,0,0,0,0,0
0,2210,0,0,1,0,0,0,0,0,0,0
0,2214,0,0,1,0,0,0,0,0,0,0
0,2220,0,0,1,0,0,0,0,0,0,0
0,2224,0,0,1,0,0,0,0,0,0,0
0,2228,0,0,1,0,0,0,0,0,0,0
0,2232,0,0,1,0,0,0,0,0,0,0
0,2238,0,0,1,0,0,0,0,0,0,0
0,2242,0,0,1,0,0,0,0,0,0,0
0,2246,0,0,1,0,0,0,0,0,0,0
0,2250,0,0,1,0,0,0,0,0,0,0
0,2256,0,0,1,0,0,0,0,0,0,0
0,2260,0,0,1,0,0,0,0,0,0,0
0,2264,0,0,1,0,0,0,0,0,0,0
0,2268,0,0,1,0,0,0,0,0,0,0
0,2274,0,0,1,0,0,0,0,0,0,0
0,2278,0,0,1,0,0,0,0,0,0,0
0,2282,0,0,1,0,0,0,0,0,0,0
0,2286,0,0,1,0,0,0,0,0,0,0
0,2292,0,0,1,0,0,0,0,0,0,0
0,2296,0,0,1,0,0,0,0,0,0,0
0,2300,0,0,1,0,0,0,0,0,0,0
0,2304,0,0,1,0,0,0,0,0,0,0
0,2310,0,0,1,0,0,0,0,0,0,0
0,2314,0,0,1,0,0,0,0,0,0,0
0,2318,0,0,1,0,0,0,0,0,0,0
0,2322,0,0,1,0,0,0,0,0,0,0
0,2328,0,0,1,0,0,0,0,0,0,0
0,2332,0,0,1,0,0,0,0,0,0,0
0,2336,0,0,1,0,0,0,0,0,0,0
0,2340,0,0,1,0,0,0,0,0,0,0
0,2346,0,0,1,0,0,0,0,0,0,0
0,2350,0,0,1,0,0,0,0,0,0,0
0,2354,0,0,1,0,0,0,0,0,0,0
0,2358,0,0,1,0,0,0,0,0,0,0
0,2390,0,0,1,0,0,0,0,0,0,0
0,2394,0,0,1,0,0,0,0,0,0,0
0,2398,0,0,1,0,0,0,0,0,0,0
0,2402,0,0,1,0,0,0,0,0,0,0
0,2408,0,0,1,0,0,0,0,0,0,0
0,2412,0,0,1,0,0,0,0,0,0,0
0,2416,0,0,1,0,0,0,0,0,0,0
0,2420,0,0,1,0,0,0,0,0,0,0
0,2426,0,0,1,0,0,0,0,0,0,0
0,2430,0,0,1,0,0,0,0,0,0,0
0,2434,0,0,1,0,0,0,0,0,0,0
0,2438,0,0,1,0,0,0,0,0,0,0
0,2444,0,0,1,0,0,0,0,0,0,0
0,2448,0,0,1,0,0,0,0,0,0,0
0,2452,0,0,1,0,0,0,0,0,0,0
0,2456,0,0,1,0,0,0,0,0,0,0
0,2462,0,0,1,0,0,0,0,0,0,0
0,2466,0,0,1,0,0,0,0,0,0,0
0,2470,0,0,1,0,0,0,0,0,0,0
0,2474,0,0,1,0,0,0,0,0,0,0
0,2480,0,0,1,0,0,0,0,0,0,0
0,2484,0,0,1,0,0,0,0,0,0,0
0,2488,0,0,1,0,0,0,0,0,0,0
0,2492,0,0,1,0,0,0,0,0,0,0
0,2498,0,0,1,0,0,0,0,0,0,0
0,2502,0,0,1,0,0,0,0,0,0,0
0,2506,0,0,1,0,0,0,0,0,0,0
0,2510,0,0,1,0,0,0,0,0,0,0
0,2516,0,0,1,0,0,0,0,0,0,0
0,2520,0,0,1,0,0,0,0,0,0,0
0,2524,0,0,1,0,0,0,0,0,0,0
0,2528,0,0,1,0,0,0,0,0,0,0
0,2534,0,0,1,0,0,0,0,0,0,0
0,2538,0,0,1,0,0,0,0,0,0,0
0,2542,0,0,1,0,0,0,0,0,0,0
0,2546,0,0,1,0,0,0,0,0,0,0
0,2581,0,0,1,0,0,0,0,0,0,0
0,2585,0,0,1,0,0,0,0,0,0,0
0,2589,0,0,1,0,0,0,0,0,0,0
0,2593,0,0,1,0,0,0,0,0,0,0
0,2599,0,0,1,0,0,0,0,0,0,0
0,2603,0,0,1,0,0,0,0,0,0,0
0,2607,0,0,1,0,0,0,0,0,0,0
0,2611,0,0,1,0,0,0,0,0,0,0
0,2617,0,0,1,0,0,0,0,0,0,0
0,2621,0,0,1,0,0,0,0,0,0,0
0,2625,0,0,1,0,0,0,0,0,0,0
0,2629,0,0,1,0,0,0,0,0,0,0
0,2635,0,0,1,0,0,0,0,0,0,0
0,2639,0,0,1,0,0,0,0,0,0,0
0,2643,0,0,1,0,0,0,0,0,0,0
0,2647,0,0,1,0,0,0,0,0,0,0
0,2653,0,0,1,0,0,0,0,0,0,0
0,2657,0,0,1,0,0,0,0,0,0,0
0,2661,0,0,1,0,0,0,0,0,0,0
0,2665,0,0,1,0,0,0,0,0,0,0
0,2671,0,0,1,0,0,0,0,0,0,0
0,2675,0,0,1,0,0,0,0,0,0,0
0,2679,0,0,1,0,0,0,0,0,0,0
0,2683,0,0,1,0,0,0,0,0,0,0
0,2717,0,0,1,0,0,0,0,0,0,0
0,2721,0,0,1,0,0,0,0,0,0,0
0,2725,0,0,1,0,0,0,0,0,0,0
0,2729,0,0,1,0,0,0,0,0,0,0
0,2735,0,0,1,0,0,0,0,0,0,0
0,2739,0,0,1,0,0,0,0,0,0,0
0,2743,0,0,1,0,0,0,0,0,0,0
0,2747,0,0,1,0,0,0,0,0,0,0
0,2753,0,0,1,0,0,0,0,0,0,0
0,2757,0,0,1,0,0,0,0,0,0,0
0,2761,0,0,1,0,0,0,0,0,0,0
0,2765,0,0,1,0,0,0,0,0,0,0
0,2771,0,0,1,0,0,0,0,0,0,0
0,2775,0,0,1,0,0,0,0,0,0,0
0,2779,0,0,1,0,0,0,0,0,0,0
0,2783,0,0,1,0,0,0,0,0,0,0
0,2789,0,0,1,0,0,0,0,0,0,0
0,2793,0,0,1,0,0,0,0,0,0,0
0,2797,0,0,1,0,0,0,0,0,0,0
0,2801,0,0,1,0,0,0,0,0,0,0
0,2807,0,0,1,0,0,0,0,0,0,0
0,2811,0,0,1,0,0,0,0,0,0,0
0,2815,0,0,1,0,0,0,0,0,0,0
0,2819,0,0,1,0,0,0,0,0,0,0
0,2825,0,0,1,0,0,0,0,0,0,0
0,2829,0,0,1,0,0,0,0,0,0,0
0,2833,0,0,1,0,0,0,0,0,0,0
0,2837,0,0,1,0,0,0,0,0,0,0
0,2843,0,0,1,0,0,0,0,0,0,0
0,2847,0,0,1,0,0,0,0,0,0,0
0,2851,0,0,1,0,0,0,0,0,0,0
0,2855,0,0,1,0,0,0,0,0,0,0
0,2861,0,0,1,0,0,0,0,0,0,0
0,2865,0,0,1,0,0,0,0,0,0,0
0,2869,0,0,1,0,0,0,0,0,0,0
0,2873,0,0,1,0,0,0,0,0,0,0
0,2905,0,0,1,0,0,0,0,0,0,0
0,2909,0,0,1,0,0,0,0,0,0,0
0,2913,0,0,1,0,0,0,0,0,0,0
0,2917,0,0,1,0,0,0,0,0,0,0
0,2923,0,0,1,0,0,0,0,0,0,0
0,2927,0,0,1,0,0,0,0,0,0,0
0,2931,0,0,1,0,0,0,0,0,0,0
0,2935,0,0,1,0,0,0,0,0,0,0
0,2941,0,0,1,0,0,0,0,0,0,0
0,2945,0,0,1,0,0,0,0,0,0,0
0,2949,0,0,1,0,0,0,0,0,0,0
0,2953,0,0,1,0,0,0,0,0,0,0
0,2959,0,0,1,0,0,0,0,0,0,0
0,2963,0,0,1,0,0,0,0,0,0,0
0,2967,0,0,1,0,0,0,0,0,0,0
0,2971,0,0,1,0,0,0,0,0,0,0
